station,Water.Collection.Test.Start.Date,Reproductive.Rate..Young..U.2640..7days....Control.,X..Survival..7.days.,Assessment,stationID,Latitude,Longitude
Big Sister Creek @ Pontiac 01041208 (BSIS-01A) [INTENSIVE],06-14-11/06-17-11,23.5 (104),100,Non-toxic,1041208,42.6242,-78.96895
Big Sister Creek @ Pontiac 01041208 (BSIS-01A) [INTENSIVE],10-12-11/10-14-11,26.2 (119),100,Non-toxic,1041208,42.6242,-78.96895
Big Spring Creek @ Mumford 04022401 (BSPR-0.6) [INTENSIVE],05-13-15/05-15-15,18.4 (81),90,Non-toxic,4022401,42.991944,-77.866183
Big Spring Creek @ Mumford 04022401 (BSPR-0.6) [INTENSIVE],08-05-15/08-07-15,**6.7 (28),70,Slightly Toxic,4022401,42.991944,-77.866183
Big Spring Creek @ Mumford 04022401 (BSPR-0.6) [INTENSIVE],10-28-15/10-30-15,10.0 (57),90,Non-toxic,4022401,42.991944,-77.866183
Bishop Brook @ West Fort Ann 10054100 (BISH-01) [INTENSIVE],05-06-09/05-08-09,20.1 (92),80,Non-toxic,10054100,43.40399932,-73.53900146
Bishop Brook @ West Fort Ann 10054100 (BISH-01) [INTENSIVE],08-26-09/08-28-09,19.1 (114),90,Non-toxic,10054100,43.40399932,-73.53900146
Bishop Brook @ West Fort Ann 10054100 (BISH-01) [INTENSIVE],10-27-09/10-30-09,21.5 (134),100,Non-toxic,10054100,43.40399932,-73.53900146
Black Creek @ Belfast 04031502 (BLCB-01) [INTENSIVE],04-27-10/04-30-10,22.9 (108),100,Non-toxic,4031502,42.31607,-78.13316
Black Creek @ Belfast 04031502 (BLCB-01) [INTENSIVE],07-28-10/07-30-10,20.6 (105),100,Non-toxic,4031502,42.31607,-78.13316
Black Creek @ Belfast 04031502 (BLCB-01) [INTENSIVE],09-15-10/09-17-10,20.9 (105),100,Non-toxic,4031502,42.31607,-78.13316
Black Creek @ Philadelphia 09065301 (BLAP-01) [INTENSIVE],06-14-05/06-17-05,25.7 (92),100,Non-toxic,9065301,44.1486111,-75.7005555
Black Creek @ Philadelphia 09065301 (BLAP-01) [INTENSIVE],07-12-05/07-15-05,25.5 (85),100,Non-toxic,9065301,44.1486111,-75.7005555
Black Creek @ Philadelphia 09065301 (BLAP-01) [INTENSIVE],10-18-05/10-21-05,21.7 (93),100,Non-toxic,9065301,44.1486111,-75.7005555
Black Creek @ South Hammond 09054107 (BLAH-01) [INTENSIVE],05-03-10/05-07-10,23.7 (104),100,Non-toxic,9054107,44.39335,-75.72928
Black Creek @ South Hammond 09054107 (BLAH-01) [INTENSIVE],07-26-10/07-30-10,13.6 (72),80,Non-toxic,9054107,44.39335,-75.72928
Black Creek @ South Hammond 09054107 (BLAH-01) [INTENSIVE],09-20-10/09-24-10,**16.8 (68),80,Slightly Toxic,9054107,44.39335,-75.72928
Black River @ Dexter 08010001 (BLCK-16) [ROUTINE],05-05-08/05-09-08,33.4 (151),100,Non-toxic,8010001,44.0044444,-76.0452778
Black River @ Dexter 08010001 (BLCK-16) [ROUTINE],08-05-13/08-09-13,17.4 (83),100,Non-toxic,8010001,44.0044444,-76.0452778
Black River @ Dexter 08010001 (BLCK-16) [ROUTINE],10-22-13/10-25-13,25.7 (135),100,Non-toxic,8010001,44.0044444,-76.0452778
Black River @ Dexter 08010001 (BLCK-16) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,8010001,44.0044444,-76.0452778
Black River @ Enos 08010107 (BLCK-A) [INTENSIVE],04-30-13/05-03-13,17.3 (71),100,Non-toxic,8010107,43.41083,-75.09564
Black River @ Enos 08010107 (BLCK-A) [INTENSIVE],08-08-13/08-09-13,17.6 (84),100,Non-toxic,8010107,43.41083,-75.09564
Black River @ Enos 08010107 (BLCK-A) [INTENSIVE],10-22-13/10-25-13,19.9 (104),100,Non-toxic,8010107,43.41083,-75.09564
Black River @ Hawkinsville 08010090 (BLCK-B) [INTENSIVE],05-07-08/05-09-08,14.1 (64),80,Non-toxic,8010090,43.4938888,-75.2761111
Black River @ Hawkinsville 08010090 (BLCK-B) [INTENSIVE],08-06-08/08-08-08,30.8 (169),100,Non-toxic,8010090,43.4938888,-75.2761111
Black River @ Hawkinsville 08010090 (BLCK-B) [INTENSIVE],09-23-08/09-26-08,28.5 (99),100,Non-toxic,8010090,43.4938888,-75.2761111
Black River @ Lewis 10042401 (BLAR-01) [INTENSIVE],05-07-09/05-08-09,22.7 (104),80,Non-toxic,10042401,44.23400115,-73.51000213
Black River @ Lewis 10042401 (BLAR-01) [INTENSIVE],08-25-09/08-28-09,21.5 (129),100,Non-toxic,10042401,44.23400115,-73.51000213
Black River @ Lewis 10042401 (BLAR-01) [INTENSIVE],10-28-09/10-30-09,22.6 (141),100,Non-toxic,10042401,44.23400115,-73.51000213
Black River @ Stephentown 13013203 (BLAG-00) [INTENSIVE],04-22-13/04-26-13,16.3 (98),90,Non-toxic,13013203,42.57139,-73.40892
Black River @ Stephentown 13013203 (BLAG-00) [INTENSIVE],07-30-13/08-02-13,17.0 (76),100,Non-toxic,13013203,42.57139,-73.40892
Black River @ Stephentown 13013203 (BLAG-00) [INTENSIVE],10-28-13/11-01-13,22.4 (113),100,Non-toxic,13013203,42.57139,-73.40892
Blakesly Hollow @ Olean 02012400 (BLHL-01) [INTENSIVE],04-24-12/04-27-12,**9.0 (54),100,Slightly Toxic,2012400,42.11237,-78.43509
Blakesly Hollow @ Olean 02012400 (BLHL-01) [INTENSIVE],09-18-12/09-21-12,12.4 (83),70,Non-toxic,2012400,42.11237,-78.43509
Blakesly Hollow @ Olean 02012400 (BLHL-01) [INTENSIVE],10-29-12/11-02-12,17.9 (109),100,Non-toxic,2012400,42.11237,-78.43509
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],04-12-04/04-16-04,19.6 (103),100,Non-toxic,17022503,40.9830555,-73.6872222
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],04-28-09/05-01-09,31.2 (112),100,Non-toxic,17022503,40.9830555,-73.6872222
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],08-11-04/08-13-04,24.2 (118),100,Non-toxic,17022503,40.9830555,-73.6872222
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],08-24-09/08-28-09,23.8 (104),80,Non-toxic,17022503,40.9830555,-73.6872222
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],09-27-04/10-01-04,26.1 (88),100,Non-toxic,17022503,40.9830555,-73.6872222
Blind Brook @ Rye 17022503 (BLND-04) [INTENSIVE],10-20-09/10-23-09,23.9 (114),100,Non-toxic,17022503,40.9830555,-73.6872222
Boquet River @ Elizabethtown 10041230 (BOQT-04) [INTENSIVE],05-14-14/05-16-14,26.6 (106),100,Non-toxic,10041230,44.21778,-73.58556
Boquet River @ Elizabethtown 10041230 (BOQT-04) [INTENSIVE],08-07-14/08-08-14,19.8 (87),90,Non-toxic,10041230,44.21778,-73.58556
Boquet River @ Elizabethtown 10041230 (BOQT-04) [INTENSIVE],10-29-14/10-31-14,24.2 (115),100,Non-toxic,10041230,44.21778,-73.58556
Boquet River @ Willsboro 10041203 (BOQT-07) [INTENSIVE],04-12-04/04-16-04,11.5 (149),100,Non-toxic,10041203,44.363611,-73.391667
Boquet River @ Willsboro 10041203 (BOQT-07) [INTENSIVE],08-10-04/08-13-04,15.2 (67),100,Non-toxic,10041203,44.363611,-73.391667
Boquet River @ Willsboro 10041203 (BOQT-07) [INTENSIVE],09-27-04/10-01-04,30.0 (101),100,Non-toxic,10041203,44.363611,-73.391667
Bourne Creek @ Westfield 01053400 (BOUR-0.4) [INTENSIVE],05-11-16/05-13-16,21.1 (128),100,Non-toxic,1053400,42.35706,-79.5515
Bourne Creek @ Westfield 01053400 (BOUR-0.4) [INTENSIVE],08-02-16/08-05-16,16.7 (125),100,Non-toxic,1053400,42.35706,-79.5515
Bourne Creek @ Westfield 01053400 (BOUR-0.4) [INTENSIVE],10-26-16/10-28-16,17.5 (109),100,Non-toxic,1053400,42.35706,-79.5515
Brandy Brook @ Waddington 09011102 (BRND-2.5) [INTENSIVE],05-11-15/05-15-15,29.6 (114),100,Non-toxic,9011102,44.84972,-75.16417
Brandy Brook @ Waddington 09011102 (BRND-2.5) [INTENSIVE],08-06-15/08-07-15,**13.7 (53),70,Slightly Toxic,9011102,44.84972,-75.16417
Brandy Brook @ Waddington 09011102 (BRND-2.5) [INTENSIVE],10-29-15/10-30-15,20.2 (95),90,Non-toxic,9011102,44.84972,-75.16417
Bronx River @ Bronx 17023307 (BRNX-04) [INTENSIVE],04-12-04/04-16-04,13.5 (71),90,Non-toxic,17023307,40.8783333,-73.8691666
Bronx River @ Bronx 17023307 (BRNX-04) [INTENSIVE],08-11-04/08-13-04,22.1 (107),100,Non-toxic,17023307,40.8783333,-73.8691666
Bronx River @ Bronx 17023307 (BRNX-04) [INTENSIVE],09-27-04/10-01-04,**20.4 (69),90,Slightly Toxic,17023307,40.8783333,-73.8691666
Bronx River @ Tuckahoe 17023312 (BRNX-03) [INTENSIVE],05-12-14/05-16-14,22.1 (99),90,Non-toxic,17023312,40.959451,-73.821795
Bronx River @ Tuckahoe 17023312 (BRNX-03) [INTENSIVE],08-04-14/08-08-14,22.5 (94),90,Non-toxic,17023312,40.959451,-73.821795
Bronx River @ Tuckahoe 17023312 (BRNX-03) [INTENSIVE],10-28-14/10-31-14,21.8 (107),100,Non-toxic,17023312,40.959451,-73.821795
Buffalo Creek @ Arcade 01032337 (BUFC-37.8) [INTENSIVE],05-??-16/05-13-16,20.9 (127),90,Non-toxic,1032337,42.64,-78.462
Buffalo Creek @ Arcade 01032337 (BUFC-37.8) [INTENSIVE],08-03-16/08-05-16,22.2 (166),90,Non-toxic,1032337,42.64,-78.462
Buffalo Creek @ Arcade 01032337 (BUFC-37.8) [INTENSIVE],10-25-16/10-28-16,16.9 (105),100,Non-toxic,1032337,42.64,-78.462
Buffalo Creek @ Gardenville 01032311 (BUFC-03) [INTENSIVE],05-02-06/05-05-06,30.5 (116),100,Non-toxic,1032311,42.854722,-78.754722
Buffalo Creek @ Gardenville 01032311 (BUFC-03) [INTENSIVE],07-13-06/07-14-06,24.0 (125),100,Non-toxic,1032311,42.854722,-78.754722
Buffalo Creek @ Gardenville 01032311 (BUFC-03) [INTENSIVE],09-25-06/09-29-06,18.4 (92),100,Non-toxic,1032311,42.854722,-78.754722
Buffalo Creek @ Gardenville 01032311 (BUFC-03) [INTENSIVE],10-18-06/10-20-06,27.8 (122),90,Non-toxic,1032311,42.854722,-78.754722
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],05-02-06/05-05-06,27.3 (103),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],05-04-11/05-06-11,21.4 (174),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],06-13-11/06-17-11,19.8 (87),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],08-01-16/08-05-16,21.8 (163),90,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],09-25-06/09-29-06,17.6 (88),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],10-13-11/10-17-11,25.9 (111),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],10-18-06/10-20-06,25.9 (114),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],10-24-16/10-28-16,20.2 (126),100,Non-toxic,1031002,42.861667,-78.867778
Buffalo River @ Buffalo 01031002 (BUFF-07) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,1031002,42.861667,-78.867778
Butternut Creek @ Butternuts 06012102 (BTNT-01) [INTENSIVE],04-28-04/04-30-04,19.8 (62),100,Non-toxic,6012102,42.4208333,-75.3602777
Butternut Creek @ Butternuts 06012102 (BTNT-01) [INTENSIVE],07-06-04/07-09-04,21.5 (79),100,Non-toxic,6012102,42.4208333,-75.3602777
Butternut Creek @ Butternuts 06012102 (BTNT-01) [INTENSIVE],09-20-04/09-24-04,22.0 (85),100,Non-toxic,6012102,42.4208333,-75.3602777
Butternut Creek @ Lafayette 07034621 (BNUT-01) [INTENSIVE],04-30-07/05-04-07,21.6 (98),100,Non-toxic,7034621,42.9113888,-76.0708333
Butternut Creek @ Lafayette 07034621 (BNUT-01) [INTENSIVE],09-11-07/09-14-07,25.6 (95),100,Non-toxic,7034621,42.9113888,-76.0708333
Butternut Creek @ Lafayette 07034621 (BNUT-01) [INTENSIVE],10-23-07/10-26-07,22.0 (96),70,Non-toxic,7034621,42.9113888,-76.0708333
Callicoon Creek @ Callicoon 14011301 (CALL-0.2) [INTENSIVE],07-29-15/07-31-15,11.3 (70),80,Non-toxic,14011301,41.7644444,-75.0558333
Callicoon Creek @ Callicoon 14011301 (CALL-0.2) [INTENSIVE],10-24-15/10-21-15,***16.9 (N/A),***100,N/A,14011301,41.7644444,-75.0558333
Callicoon Creek @ Callicoon 14011301 (CALL-0.2) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,14011301,41.7644444,-75.0558333
Cameron Creek @ Cameron 05013100 (USTE-01) [INTENSIVE],04-29-13/05-03-13,24.1 (97),100,Non-toxic,5013100,42.19956,-77.40678
Cameron Creek @ Cameron 05013100 (USTE-01) [INTENSIVE],08-05-13/08-09-13,17.6 (92),100,Non-toxic,5013100,42.19956,-77.40678
Cameron Creek @ Cameron 05013100 (USTE-01) [INTENSIVE],10-21-13/10-25-13,23.5 (121),100,Non-toxic,5013100,42.19956,-77.40678
Canacadea Creek @ Hornell 05033302 (CDEA-01) [INTENSIVE],05-06-08/05-09-08,30.3 (108),100,Non-toxic,05033302,42.33472,-77.68278
Canacadea Creek @ Hornell 05033302 (CDEA-01) [INTENSIVE],08-06-08/08-08-08,27.4 (140),100,Non-toxic,05033302,42.33472,-77.68278
Canacadea Creek @ Hornell 05033302 (CDEA-01) [INTENSIVE],09-24-08/09-26-08,28.2 (111),100,Non-toxic,05033302,42.33472,-77.68278
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],05-11-16/05-13-16,17.9 (108),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],08-02-16/08-05-16,19.3 (144),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],10-26-16/10-28-16,16.2 (101),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],05-04-06/05-05-06,26.5 (100),100,Non-toxic,1051200,42.475556,-79.365556
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],09-26-06/09-29-06,18.2 (91),100,Non-toxic,1051200,42.475556,-79.365556
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],10-16-06/10-20-06,24.1 (106),100,Non-toxic,1051200,42.475556,-79.365556
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],05-03-16/05-06-16,25.6 (104),100,Non-toxic,12011205,42.87611,-74.60333
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],07-26-16/07-29-16,18.5 (88),100,Non-toxic,12011205,42.87611,-74.60333
